"UniqueID","Probability1"
11862,0.263860549393269
11863,0.234721184529894
11864,0.240605711657067
11865,0.808374525657252
11866,0.231011600496412
11867,0.23009926703115
11868,0.238240811662224
11869,0.222134611306771
11870,0.233559117425748
11871,0.891307937773162
11872,0.223148311502516
11873,0.252912019294195
11874,0.232639766753536
11875,0.80373325643989
11876,0.264112882287311
11877,0.905435902731226
11878,0.37385123953094
11879,0.226655023321911
11880,0.257605171955948
11881,0.852051572978543
11882,0.232630493260068
11883,0.217789578391283
11884,0.146690553540359
11885,0.238238454776352
11886,0.223258645784213
11887,0.267664293907783
11888,0.240638933823106
11889,0.215475482404635
11890,0.23055050999447
11891,0.925730592241396
11892,0.224612829100135
11893,0.37385123953094
11894,0.238250239365955
11895,0.220121553559794
11896,0.240840707091778
11897,0.223258645784213
11898,0.252666713398203
11899,0.250236947228131
11900,0.260131651828002
11901,0.533982004859968
11902,0.962359703100444
11903,NA
11904,0.29387531263085
11905,0.2438835449366
11906,0.918121177136712
11907,0.265126289933507
11908,0.222136855335514
11909,NA
11910,0.266390828959479
11911,0.149970032658007
11912,0.237064368481078
11913,0.890046897321052
11914,0.680931350876678
11915,0.268936508075712
11916,0.229168814817035
11917,0.260096660299831
11918,0.808374525657252
11919,0.240840707091778
11920,0.217681189458832
11921,0.222204183728712
11922,0.862598561969067
11923,0.993036819137863
11924,0.44533163956552
11925,0.938776904949117
11926,0.252669165677438
11927,0.808394716346758
11928,0.263860549393269
11929,0.225518853899388
11930,0.938776904949117
11931,0.222134611306771
11932,0.148486116709581
11933,0.597895159017167
11934,0.266137106805744
11935,0.240603338765111
11936,0.214379818406549
11937,0.919089506615398
11938,0.436584606241753
11939,0.214379818406549
11940,0.613459197379584
11941,0.423784229771771
11942,0.984980984125946
11943,0.262601207116136
11944,0.980594646511834
11945,0.938776904949117
11946,0.808394716346758
11947,0.902637698906119
11948,NA
11949,0.891307937773162
11950,0.955645641237352
11951,0.260096660299831
11952,0.233789349374738
11953,0.990324930644669
11954,NA
11955,0.847252487740983
11956,0.938776904949117
11957,0.687346955199869
11958,0.22779523320034
11959,0.85709114067658
11960,0.854689922591591
11961,0.869418755978011
11962,0.267692297511113
11963,0.213290390211889
11964,0.237064368481078
11965,0.260096660299831
11966,0.903306760623717
11967,0.808374525657252
11968,0.558891669156414
11969,0.899517763768493
11970,0.808374525657252
11971,0.755204401331326
11972,0.827777979967336
11973,0.938776904949117
11974,0.990379728863714
11975,0.891328678409196
11976,0.333358831434605
11977,0.86182428070215
11978,0.634839637172689
11979,0.938769412819848
11980,0.971930545897943
11981,0.870867399924984
11982,0.910701082340809
11983,0.955584844199317
11984,0.717303947316991
11985,0.938776904949117
11986,0.240605711657067
11987,0.808374525657252
11988,0.22779523320034
11989,0.938776904949117
11990,0.887107520071016
11991,0.890046897321052
11992,0.935784082692736
11993,0.995949239493917
11994,0.229168814817035
11995,0.683756627931037
11996,0.818267937451441
11997,0.160935117744943
11998,0.237062019611698
11999,0.232396422924889
12000,0.808374525657252
12001,0.905257058401909
12002,0.996179711007213
12003,0.938776904949117
12004,0.890046897321052
12005,0.890059652925535
12006,0.740500296208824
12007,0.810385563756232
12008,0.673469858327245
12009,0.687346955199869
12010,0.955595907420724
12011,0.938776904949117
12012,0.270217659985549
12013,0.214163358045133
12014,0.250224764498747
12015,0.905257058401909
12016,0.238238454776352
12017,0.938769412819848
12018,0.955590376138516
12019,0.83685397416158
12020,0.897462703788627
12021,0.86182428070215
12022,0.928268264295333
12023,0.878598191525277
12024,0.250222328000291
12025,0.931668758635633
12026,0.938769412819848
12027,0.966169309650402
12028,0.261706061721289
12029,0.963415940587112
12030,0.955590376138516
12031,0.996134804477918
12032,0.34390341118341
12033,0.734729089432956
12034,0.337997509480525
12035,0.235424086374464
12036,0.235938755928659
12037,0.280580523402257
12038,0.222136855335514
12039,0.80373325643989
12040,0.250466056082793
12041,0.755204401331326
12042,0.583412184660544
12043,0.240605711657067
12044,0.895927674111611
12045,0.352231665043913
12046,0.717303947316991
12047,0.228939480959452
12048,0.853894886881175
12049,0.943804508495116
12050,0.252669165677438
12051,0.918121177136712
12052,0.216575202467187
12053,0.569396620289289
12054,0.240840707091778
12055,0.913096684694796
12056,0.899517763768493
12057,0.226655023321911
12058,0.373912266720645
12059,0.714653303152083
12060,0.225518853899388
12061,0.956129330087367
12062,0.938769412819848
12063,0.631812666325867
12064,0.37385123953094
12065,0.752802236498677
12066,0.597926496314747
12067,0.808475462872974
12068,0.938769412819848
12069,0.128236717904849
12070,0.146688927943407
12071,0.223903413155365
12072,0.808394716346758
