UniqueID,Probability1
11862,0.305766418
11863,0.341011126
11864,0.252147848
11865,0.76715338
11866,0.210949641
11867,0.12785502
11868,0.380602788
11869,0.177159814
11870,0.25534198
11871,0.814301021
11872,0.325906714
11873,0.332782658
11874,0.324823933
11875,0.873806072
11876,0.264260958
11877,0.836309852
11878,0.726856263
11879,0.370369677
11880,0.246454394
11881,0.689472815
11882,0.262461071
11883,0.121830245
11884,0.104074013
11885,0.324062901
11886,0.202858517
11887,0.309151738
11888,0.226405202
11889,0.193136546
11890,0.227000265
11891,0.95326947
11892,0.253405243
11893,0.635631211
11894,0.25342886
11895,0.091874393
11896,0.265338496
11897,0.313626883
11898,0.22115486
11899,0.333651178
11900,0.204871176
11901,0.594194915
11902,0.951514036
11903,0.178716807
11904,0.153707831
11905,0.228514895
11906,0.846214255
11907,0.236936546
11908,0.369630915
11909,0.140135636
11910,0.17180162
11911,0.126335864
11912,0.208503712
11913,0.842566009
11914,0.544494504
11915,0.310607576
11916,0.186235159
11917,0.165674275
11918,0.779963194
11919,0.211966254
11920,0.151747154
11921,0.264479409
11922,0.764296626
11923,0.962064443
11924,0.568599054
11925,0.962566461
11926,0.191786144
11927,0.757792336
11928,0.349081953
11929,0.31804674
11930,0.908144317
11931,0.325046374
11932,0.117529041
11933,0.849200303
11934,0.245120484
11935,0.255472895
11936,0.409630021
11937,0.820146202
11938,0.686418843
11939,0.149788407
11940,0.666890747
11941,0.659975979
11942,0.904449785
11943,0.085861104
11944,0.664642341
11945,0.89689623
11946,0.757792336
11947,0.966467619
11948,0.200271213
11949,0.83672216
11950,0.573553531
11951,0.257463704
11952,0.360999703
11953,0.970009295
11954,0.388571314
11955,0.766063116
11956,0.908144317
11957,0.551976685
11958,0.192825841
11959,0.83790007
11960,0.686308343
11961,0.824326351
11962,0.224101338
11963,0.238573214
11964,0.408168462
11965,0.257463704
11966,0.85149349
11967,0.793525623
11968,0.84201188
11969,0.79318364
11970,0.69083644
11971,0.732716904
11972,0.793262435
11973,0.859191732
11974,0.985178761
11975,0.714599658
11976,0.829571945
11977,0.588987367
11978,0.737625081
11979,0.84130439
11980,0.764931528
11981,0.80338485
11982,0.823368357
11983,0.895139802
11984,0.968221742
11985,0.908144317
11986,0.283118922
11987,0.807993474
11988,0.22704873
11989,0.919505511
11990,0.841225444
11991,0.8141762
11992,0.753793845
11993,0.944528572
11994,0.300825391
11995,0.688840818
11996,0.701680864
11997,0.572406816
11998,0.246591587
11999,0.440952058
12000,0.793525623
12001,0.766515639
12002,0.894299057
12003,0.859961418
12004,0.883231549
12005,0.914484163
12006,0.815398572
12007,0.809114064
12008,0.477277259
12009,0.851301862
12010,0.911041607
12011,0.902323759
12012,0.233711714
12013,0.174741549
12014,0.433012649
12015,0.766515639
12016,0.243350437
12017,0.84130439
12018,0.88513751
12019,0.843713083
12020,0.79722773
12021,0.742656566
12022,0.777169624
12023,0.839255318
12024,0.287569578
12025,0.824067069
12026,0.952014593
12027,0.913472752
12028,0.298094606
12029,0.765472071
12030,0.88513751
12031,0.945710122
12032,0.614742745
12033,0.749363092
12034,0.766262687
12035,0.20313456
12036,0.236822229
12037,0.444878551
12038,0.188592981
12039,0.733000488
12040,0.317553618
12041,0.727724793
12042,0.585148632
12043,0.240026513
12044,0.741453002
12045,0.728227793
12046,0.622124802
12047,0.219579458
12048,0.789547979
12049,0.830868145
12050,0.243705004
12051,0.717341789
12052,0.181534585
12053,0.69166184
12054,0.211966254
12055,0.836933035
12056,0.935559941
12057,0.312462788
12058,0.717192606
12059,0.649846134
12060,0.361480686
12061,0.914126947
12062,0.919501205
12063,0.712790464
12064,0.89144853
12065,0.743547251
12066,0.647075159
12067,0.794469367
12068,0.773503967
12069,0.028445816
12070,0.101817414
12071,0.319892632
12072,0.807826816
12073,0.721274509
12074,0.70218662
12075,0.745751493
12076,0.890756003
12077,0.161558028
12078,0.340438691
12079,0.880817969
12080,0.784614448
12081,0.778082569
12082,0.783356328
12083,0.889985395
12084,0.889656017
12085,0.130541435
12086,0.319892632
12087,0.923381372
12088,0.167602427
12089,0.713140328
12090,0.937059941
12091,0.743150691
12092,0.422288101
12093,0.676281911
12094,0.807431022
12095,0.413350367
12096,0.55333821
12097,0.853680707
12098,0.256412487
12099,0.440676802
12100,0.17417674
12101,0.340438691
12102,0.966406751
12103,0.192008261
12104,0.165669034
12105,0.927153255
12106,0.215727867
12107,0.962066461
12108,0.450180541
12109,0.266407254
12110,0.096460122
12111,0.846727287
12112,0.606986009
12113,0.867028979
12114,0.777344584
12115,0.502769238
12116,0.807826816
12117,0.512762798
12118,0.845353724
12119,0.18495901
12120,0.165797701
12121,0.743346836
12122,0.737827085
12123,0.864383946
12124,0.815275982
12125,0.911639057
12126,0.93646045
12127,0.875826871
12128,0.198338636
12129,0.744347966
12130,0.811224309
12131,0.172151376
12132,0.576332309
12133,0.287030278
12134,0.904075948
12135,0.144332232
12136,0.722680541
12137,0.292188875
12138,0.575192701
12139,0.966467619
12140,0.723453441
12141,0.452867066
12142,0.184765097
12143,0.177798816
12144,0.082523562
12145,0.783356328
12146,0.866941253
12147,0.860838274
12148,0.22726926
12149,0.921930627
12150,0.034693955
12151,0.815593616
12152,0.752215165
12153,0.059922407
12154,0.70709708
12155,0.484649547
12156,0.800394073
12157,0.90895456
12158,0.252323114
12159,0.110761297
12160,0.759680103
12161,0.807826816
12162,0.866777221
12163,0.702439719
12164,0.309696834
12165,0.263553531
12166,0.965877755
12167,0.637849589
12168,0.823368771
12169,0.819781035
12170,0.311984239
12171,0.132541732
12172,0.752215165
12173,0.845025681
12174,0.95658441
12175,0.274548707
12176,0.193402134
12177,0.950328767
12178,0.051521607
