UniqueID,Probability1
11862,0.31292769
11863,0.307309027
11864,0.258778675
11865,0.803685231
11866,0.248909708
11867,0.1773357
11868,0.328676022
11869,0.164282
11870,0.252414809
11871,0.844474419
11872,0.264161179
11873,0.302948536
11874,0.282662132
11875,0.873919294
11876,0.289536343
11877,0.862208034
11878,0.703778758
11879,0.330191423
11880,0.305098306
11881,0.748302851
11882,0.249252035
11883,0.126783432
11884,0.128844095
11885,0.319394662
11886,0.2110744
11887,0.358270762
11888,0.244195163
11889,0.158740805
11890,0.276946012
11891,0.970550026
11892,0.232993992
11893,0.66843095
11894,0.239931918
11895,0.111994934
11896,0.182036037
11897,0.32352435
11898,0.256294912
11899,0.352426326
11900,0.223132959
11901,0.578190314
11902,0.968187717
11903,0.153639511
11904,0.178319434
11905,0.225100773
11906,0.844659516
11907,0.212493792
11908,0.246007052
11909,0.097566985
11910,0.213492037
11911,0.149012881
11912,0.179102368
11913,0.85218785
11914,0.55644956
11915,0.335325536
11916,0.287451895
11917,0.1426164
11918,0.81204287
11919,0.212760996
11920,0.182584474
11921,0.297280012
11922,0.846453251
11923,0.980111456
11924,0.409627378
11925,0.979514345
11926,0.193282458
11927,0.77996213
11928,0.334784507
11929,0.233323315
11930,0.947168076
11931,0.286257145
11932,0.129330447
11933,0.81237097
11934,0.318335166
11935,0.180675464
11936,0.281356222
11937,0.877293888
11938,0.660266688
11939,0.148483025
11940,0.697999168
11941,0.466941027
11942,0.93461048
11943,0.141167406
11944,0.773408137
11945,0.935986328
11946,0.77996213
11947,0.9722844
11948,0.174903871
11949,0.882465742
11950,0.724471254
11951,0.231841825
11952,0.332235183
11953,0.975687269
11954,0.284966249
11955,0.828532484
11956,0.947168076
11957,0.590920204
11958,0.221033971
11959,0.885709397
11960,0.721638586
11961,0.801701079
11962,0.299617522
11963,0.222865064
11964,0.36900138
11965,0.231841825
11966,0.84308259
11967,0.777396325
11968,0.848105533
11969,0.808503045
11970,0.790136407
11971,0.65106458
11972,0.830829449
11973,0.91795731
11974,0.98520376
11975,0.769808119
11976,0.702907153
11977,0.714223603
11978,0.503145756
11979,0.876386106
11980,0.739039625
11981,0.844138014
11982,0.86149086
11983,0.946086439
11984,0.971116129
11985,0.947168076
11986,0.354866952
11987,0.853675386
11988,0.297706721
11989,0.944734808
11990,0.882171799
11991,0.811004781
11992,0.705241179
11993,0.966072653
11994,0.363845383
11995,0.644948829
11996,0.726963079
11997,0.562115747
11998,0.237697815
11999,0.400630391
12000,0.777396325
12001,0.833196206
12002,0.94917356
12003,0.915771766
12004,0.903003644
12005,0.940717567
12006,0.861449761
12007,0.830376996
12008,0.361026271
12009,0.835581992
12010,0.94829728
12011,0.946314584
12012,0.24401755
12013,0.183948696
12014,0.423334
12015,0.833196206
12016,0.29726335
12017,0.876386106
12018,0.933594727
12019,0.801302309
12020,0.849214342
12021,0.872939649
12022,0.83313391
12023,0.883733542
12024,0.239511629
12025,0.887080384
12026,0.965798204
12027,0.935404425
12028,0.205925284
12029,0.79917281
12030,0.933594727
12031,0.973194081
12032,0.594428793
12033,0.650030085
12034,0.707937068
12035,0.23185771
12036,0.245606355
12037,0.442971684
12038,0.241106703
12039,0.735027241
12040,0.293084567
12041,0.701444468
12042,0.601042011
12043,0.173340122
12044,0.778620889
12045,0.743075639
12046,0.571856874
12047,0.302409927
12048,0.759503004
12049,0.925286471
12050,0.214996902
12051,0.81226268
12052,0.168578081
12053,0.636091978
12054,0.212760996
12055,0.848078735
12056,0.958994217
12057,0.257716402
12058,0.707151285
12059,0.648960277
12060,0.355904771
12061,0.927516631
12062,0.944730159
12063,0.672784491
12064,0.861222419
12065,0.750306885
12066,0.632998422
12067,0.754069492
12068,0.871381299
12069,0.050723398
12070,0.144512341
12071,0.291347889
12072,0.826298399
12073,0.771193361
12074,0.586281432
12075,0.564523088
12076,0.944154248
12077,0.188521553
12078,0.269429297
12079,0.883653952
12080,0.800217657
12081,0.828172143
12082,0.803454855
12083,0.900696531
12084,0.915896221
12085,0.148275088
12086,0.291347889
12087,0.956802938
12088,0.204787437
12089,0.687302133
12090,0.952025033
12091,0.844273935
12092,0.371050675
12093,0.679885587
12094,0.750220023
12095,0.361254435
12096,0.558865957
12097,0.923039614
12098,0.293985914
12099,0.440346034
12100,0.223260467
12101,0.269429297
12102,0.974954759
12103,0.156461519
12104,0.143833831
12105,0.948321234
12106,0.188192814
12107,0.979817364
12108,0.351198231
12109,0.362457904
12110,0.127600022
12111,0.865138628
12112,0.632073016
12113,0.904855046
12114,0.869445672
12115,0.401503978
12116,0.826298399
12117,0.379050269
12118,0.888936089
12119,0.175165759
12120,0.176557835
12121,0.838467673
12122,0.590979471
12123,0.910060716
12124,0.887137434
12125,0.918701171
12126,0.943067047
12127,0.890854189
12128,0.185379716
12129,0.764328946
12130,0.881542916
12131,0.166302492
12132,0.569212887
12133,0.249273399
12134,0.952267021
12135,0.149803985
12136,0.772062163
12137,0.325936336
12138,0.532599643
12139,0.971383136
12140,0.731570958
12141,0.374247614
12142,0.175340776
12143,0.187832595
12144,0.12573659
12145,0.803454855
12146,0.963735954
12147,0.9058691
12148,0.235168864
12149,0.942374027
12150,0.079812733
12151,0.839810909
12152,0.837715043
12153,0.091396354
12154,0.769898694
12155,0.378784729
12156,0.863556521
12157,0.905631797
12158,0.224339794
12159,0.115931334
12160,0.850265598
12161,0.826298399
12162,0.883235617
12163,0.621496631
12164,0.293138413
12165,0.237605412
12166,0.976885618
12167,0.711249258
12168,0.852455825
12169,0.706721511
12170,0.366775895
12171,0.163495502
12172,0.837715043
12173,0.926581631
12174,0.958502192
12175,0.248346929
12176,0.219202812
12177,0.971779619
12178,0.076610855
12179,0.223943662
12180,0.67392936
12181,0.677966815
12182,0.863374378
12183,0.676598412
12184,0.293138413
12185,0.497749944
12186,0.578359033
12187,0.565528725
12188,0.597644601
12189,0.697785484
12190,0.876128842
12191,0.331658785
12192,0.452154741
12193,0.182789695
12194,0.283460645
12195,0.206940828
12196,0.835701401
12197,0.181163994
12198,0.355898254
12199,0.749554556
12200,0.746603471
12201,0.929741033
12202,0.180357361
12203,0.249661288
12204,0.343639641
12205,0.795995886
12206,0.916069877
12207,0.283876924
12208,0.892026064
12209,0.765098734
12210,0.352310508
12211,0.226839185
12212,0.459076536
12213,0.837715043
12214,0.655182266
12215,0.927119168
12216,0.172639726
12217,0.476090862
12218,0.179655329
12219,0.444127209
12220,0.197851228
12221,0.789825371
